,month,ghp,min_tem,max_tem,ave_tem,var_tem,min_rhu,max_rhu,ave_rhu,var_rhu
0,12,0.0,-11.433483342257816,16.031161502106954,3.24299420864439,30.881691188651306,13.483575070425815,99.84735711126115,44.69542032896991,385.3735954162128
1,12,25.0,-11.585975601238562,15.828032500640235,3.106607187776997,30.718445385503262,13.59998137499127,99.61803669126719,44.468158313142034,384.37232079251214
2,12,50.0,-11.738467860219309,15.624903499173517,2.9702201669096056,30.560088450900604,13.716387679556725,99.38871627127325,44.240896297314215,383.60269369225455
3,12,75.0,-11.890960119200056,15.421774497706796,2.8338331460422155,30.406620384843343,13.83279398412218,99.1593958512793,44.013634281486375,383.06471411544004
4,12,100.0,-12.043452378180802,15.218645496240077,2.6974461251748223,30.25804118733146,13.949200288687635,98.93007543128536,43.786372265658486,382.7583820620686
5,12,125.0,-12.195944637161547,15.015516494773358,2.5610591043074304,30.114350858364975,14.06560659325309,98.8344034176891,43.55911024983064,382.68369753214034
6,12,150.0,-12.348436896142294,14.812387493306638,2.424672083440041,29.975549397943873,14.182012897818545,98.7535010360161,43.331848234002805,382.84066052565515
7,12,175.0,-12.50092915512304,14.609258491839919,2.2882850625726476,29.84163680606816,14.298419202384,98.67259865434312,43.10458621817498,383.22927104261305
8,12,200.0,-12.653421414103788,14.4061294903732,2.1518980417052567,29.712613082737832,14.414825506949457,98.59169627267012,42.877324202347054,383.84952908301403
9,12,225.0,-12.805913673084534,14.203000488906481,2.0155110208378644,29.588478227952898,14.531231811514912,98.51079389099714,42.65006218651928,384.70143464685816
10,12,250.0,-12.958405932065281,13.99987148743976,1.879123999970473,29.469232241713353,14.502174935394502,98.42989150932414,42.42280017069143,385.78498773414543
11,12,275.0,-13.110898191046026,13.796742485973041,1.7427369791030811,29.354875124019195,14.407303797173654,98.34898912765115,42.19553815486356,387.1001883448757
12,12,300.0,-13.263390450026773,13.593613484506323,1.6063499582356893,29.245406874870433,14.312432658952808,98.26808674597815,41.968276139035694,388.6470364790491
13,12,325.0,-13.41588270900752,13.390484483039602,1.4699629373682968,29.14082749426705,14.217561520731962,98.18718436430517,41.74101412320785,390.42553213666565
14,12,350.0,-13.568374967988266,13.187355481572883,1.333575916500906,29.041136982209057,14.122690382511117,98.10628198263217,41.51375210738,392.43567531772516
15,12,375.0,-13.720867226969013,12.984226480106162,1.1971888956335135,28.946335338696453,14.02781924429027,98.02537960095918,41.28649009155213,394.67746602222786
